skill_id,skill_name,normalized_name,skill_category,skill_type
SK_07073,Project Design,project design,Other,other
SK_07074,Project Finance Model,project finance model,Other,other
SK_07075,Project Governance Physical-Science-And-Engineering Mechanical-Engineering,project governance physical-science-and-engineering mechanical-engineering,Other,other
SK_07076,Project Information-Technology Cloud-Computing,project information-technology cloud-computing,Other,other
SK_07077,Project Information-Technology Support-And-Operations,project information-technology support-and-operations,Other,other
SK_07078,Project Life-Sciences Health-Informatics,project life-sciences health-informatics,Other,other
SK_07079,Project Management Body Of Knowledge,project management body of knowledge,Other,other
SK_07080,Project Management Certification,project management certification,Other,other
SK_07081,Project Management Certification Business Leadership-And-Management,project management certification business leadership-and-management,Other,other
SK_07082,Project Management Certification Business Marketing,project management certification business marketing,Other,other
SK_07083,Project Management Professional,project management professional,Other,other
SK_07084,Project Management Professional Business Entrepreneurship,project management professional business entrepreneurship,Other,other
SK_07085,Project Mine,project mine,Other,other
SK_07086,Project Mine Computer-Science Design-And-Product,project mine computer-science design-and-product,Other,other
SK_07087,Project Mine Data-Science Data-Analysis,project mine data-science data-analysis,Other,other
SK_07088,Project Mine Data-Science Machine-Learning,project mine data-science machine-learning,Other,other
SK_07089,Project Mine Data-Science Probability-And-Statistics,project mine data-science probability-and-statistics,Other,other
SK_07090,Project Networks,project networks,Other,other
SK_07091,Project Personal-Development Personal-Development,project personal-development personal-development,Other,other
SK_07092,Project Physical-Science-And-Engineering Electrical-Engineering,project physical-science-and-engineering electrical-engineering,Other,other
SK_07093,Project Plan,project plan,Other,other
SK_07094,Project Plan Business Business-Strategy,project plan business business-strategy,Other,other
SK_07095,Project Plan Business Entrepreneurship,project plan business entrepreneurship,Other,other
SK_07096,Project Plan Business Leadership-And-Management,project plan business leadership-and-management,Other,other
SK_07097,Project Planning,project planning,Other,other
SK_07098,Project Planning Business Business-Strategy,project planning business business-strategy,Other,other
SK_07099,Project Portfolio Management,project portfolio management,Other,other
SK_07100,Project Risk Management,project risk management,Other,other
SK_07101,Project Social-Sciences Education,project social-sciences education,Other,other
SK_07102,Project Team,project team,Other,other
SK_07103,Projection (Linear Algebra),projection (linear algebra),Other,other
SK_07104,Prolog,prolog,Other,other
SK_07105,Promoter (Entertainment),promoter (entertainment),Other,other
SK_07106,Promotion (Marketing),promotion (marketing),Other,other
SK_07107,Promotional Mix,promotional mix,Other,other
SK_07108,Promotional Mix Business Marketing,promotional mix business marketing,Other,other
SK_07109,Proof Of Concept,proof of concept,Other,other
SK_07110,Proof Theory,proof theory,Other,other
SK_07111,Proof-Of-Stake,proof-of-stake,Other,other
SK_07112,Proof-Of-Stake Business Finance,proof-of-stake business finance,Other,other
SK_07113,Proof-Of-Work System,proof-of-work system,Other,other
SK_07114,Proof-Of-Work System Computer-Science Algorithms,proof-of-work system computer-science algorithms,Other,other
SK_07115,Proof-Of-Work System Computer-Science Computer-Security-And-Networks,proof-of-work system computer-science computer-security-and-networks,Other,other
SK_07116,Propaganda,propaganda,Other,other
SK_07117,Propensity Score Matching,propensity score matching,Other,other
SK_07118,Proposition,proposition,Other,other
SK_07119,Proposition Business Entrepreneurship,proposition business entrepreneurship,Other,other
SK_07120,Proposition Business Leadership-And-Management,proposition business leadership-and-management,Other,other
SK_07121,Proposition Business Marketing,proposition business marketing,Other,other
SK_07122,Prosocial Behavior Social-Sciences Governance-And-Society,prosocial behavior social-sciences governance-and-society,Other,other
SK_07123,Prospect Theory Business Finance,prospect theory business finance,Other,other
SK_07124,Prostate,prostate,Other,other
SK_07125,Prostate Cancer Screening,prostate cancer screening,Other,other
SK_07126,Prosthesis,prosthesis,Other,other
SK_07127,Protection Mechanism,protection mechanism,Other,other
SK_07128,Protective Factor,protective factor,Other,other
SK_07129,Protein,protein,Other,other
SK_07130,Protein Data Bank (File Format),protein data bank (file format),Other,other
SK_07131,Protein Data Bank (File Format) Computer-Science Software-Development,protein data bank (file format) computer-science software-development,Other,other
SK_07132,Protein Life-Sciences Basic-Science,protein life-sciences basic-science,Other,other
SK_07133,Protein Structure,protein structure,Other,other
SK_07134,Protein Structure Life-Sciences Research,protein structure life-sciences research,Other,other
SK_07135,Proteomics,proteomics,Other,other
SK_07136,Protocol For Web Description Resources,protocol for web description resources,Other,other
SK_07137,Protocol Stack,protocol stack,Other,other
SK_07138,Provisioning,provisioning,Other,other
SK_07139,Provisioning Computer-Science Computer-Security-And-Networks,provisioning computer-science computer-security-and-networks,Other,other
SK_07140,Pseudocode,pseudocode,Other,other
SK_07141,Pseudocode Computer-Science Software-Development,pseudocode computer-science software-development,Other,other
SK_07142,Pseudorandomness,pseudorandomness,Other,other
SK_07143,Psyche,psyche,Other,other
SK_07144,Psychiatric History,psychiatric history,Other,other
SK_07145,Psychiatry,psychiatry,Other,other
SK_07146,Psychiatry Life-Sciences Psychology,psychiatry life-sciences psychology,Other,other
SK_07147,Psychoacoustics,psychoacoustics,Other,other
SK_07148,Psychoanalysis,psychoanalysis,Other,other
SK_07149,Psychoanalytic Theory Arts-And-Humanities Philosophy,psychoanalytic theory arts-and-humanities philosophy,Other,other
SK_07150,Psycholinguistics,psycholinguistics,Other,other
SK_07151,Psychological Concepts,psychological concepts,Other,other
SK_07152,Psychological Effects,psychological effects,Other,other
SK_07153,Psychological First Aid,psychological first aid,Other,other
SK_07154,Psychological Manipulation,psychological manipulation,Other,other
SK_07155,Psychological Pricing,psychological pricing,Other,other
SK_07156,Psychological Testing,psychological testing,Other,other
SK_07157,Psychological Theories Arts-And-Humanities Philosophy,psychological theories arts-and-humanities philosophy,Other,other
SK_07158,Psychological Tools,psychological tools,Other,other
SK_07159,Psychological Trauma Life-Sciences Psychology,psychological trauma life-sciences psychology,Other,other
SK_07160,Psychologies,psychologies,Other,other
SK_07161,Psychologies Business Leadership-And-Management,psychologies business leadership-and-management,Other,other
SK_07162,Psychologies Life-Sciences Basic-Science,psychologies life-sciences basic-science,Other,other
SK_07163,Psychologies Life-Sciences Psychology,psychologies life-sciences psychology,Other,other
SK_07164,Psychology,psychology,Other,other
SK_07165,Psychology Arts-And-Humanities Philosophy,psychology arts-and-humanities philosophy,Other,other
SK_07166,Psychology Life-Sciences Psychology,psychology life-sciences psychology,Other,other
SK_07167,Psychology Lists,psychology lists,Other,other
SK_07168,Psychology Of Self,psychology of self,Other,other
SK_07169,Psychology Social-Sciences Governance-And-Society,psychology social-sciences governance-and-society,Other,other
SK_07170,Psychometrics,psychometrics,Other,other
SK_07171,Psychopathology Life-Sciences Psychology,psychopathology life-sciences psychology,Other,other
SK_07172,Psychosocial,psychosocial,Other,other
SK_07173,Psychosocial Life-Sciences Patient-Care,psychosocial life-sciences patient-care,Other,other
SK_07174,Psychotherapy,psychotherapy,Other,other
SK_07175,Puberty,puberty,Other,other
SK_07176,Public Administration,public administration,Other,other
SK_07177,Public Diplomacy,public diplomacy,Other,other
SK_07178,Public Domain,public domain,Other,other
SK_07179,Public Float,public float,Other,other
SK_07180,Public Health,public health,Other,other
SK_07181,Public Health Emergency Of International Concern,public health emergency of international concern,Other,other
SK_07182,Public Health Informatics,public health informatics,Other,other
SK_07183,Public Health Law,public health law,Other,other
SK_07184,Public Health Life-Sciences Health-Informatics,public health life-sciences health-informatics,Other,other
SK_07185,Public Health Life-Sciences Public-Health,public health life-sciences public-health,Other,other
SK_07186,Public Health Surveillance,public health surveillance,Other,other
SK_07187,Public Key Certificate,public key certificate,Other,other
SK_07188,Public Key Certificate Information-Technology Cloud-Computing,public key certificate information-technology cloud-computing,Other,other
SK_07189,Public Key Infrastructure,public key infrastructure,Other,other
SK_07190,Public Lecture,public lecture,Other,other
SK_07191,Public Offering,public offering,Other,other
SK_07192,Public Opinion,public opinion,Other,other
SK_07193,Public Opinion Life-Sciences Public-Health,public opinion life-sciences public-health,Other,other
SK_07194,Public Participation,public participation,Other,other
SK_07195,Public Speaking,public speaking,Other,other
SK_07196,Public Speaking Business Leadership-And-Management,public speaking business leadership-and-management,Other,other
SK_07197,Public Speaking Personal-Development Personal-Development,public speaking personal-development personal-development,Other,other
SK_07198,Public-Key Cryptography,public-key cryptography,Other,other
SK_07199,Public-Key Cryptography Computer-Science Computer-Security-And-Networks,public-key cryptography computer-science computer-security-and-networks,Other,other
SK_07200,Public-Key Cryptography Computer-Science Software-Development,public-key cryptography computer-science software-development,Other,other
SK_07201,Publication Bias,publication bias,Other,other
SK_07202,Publicity,publicity,Other,other
SK_07203,Publicly Funded Health Care,publicly funded health care,Other,other
SK_07204,Publish Subscribe Pattern,publish subscribe pattern,Other,other
SK_07205,Publish Subscribe Pattern Information-Technology Cloud-Computing,publish subscribe pattern information-technology cloud-computing,Other,other
SK_07206,Pulse,pulse,Other,other
SK_07207,Punctuation,punctuation,Other,other
SK_07208,Punctuation Language-Learning Learning-English,punctuation language-learning learning-english,Other,other
SK_07209,Purchase Funnel,purchase funnel,Other,other
SK_07210,Purchasing,purchasing,Other,other
SK_07211,Purchasing Management,purchasing management,Other,other
SK_07212,Push Pull Strategy,push pull strategy,Other,other
SK_07213,Push Technology,push technology,Other,other
SK_07214,Push Technology Computer-Science Computer-Security-And-Networks,push technology computer-science computer-security-and-networks,Other,other
SK_07215,Puzzle,puzzle,Other,other
SK_07216,Pycharm,pycharm,Other,other
SK_07217,Pygame,pygame,Other,other
SK_07218,Pygame Computer-Science Software-Development,pygame computer-science software-development,Other,other
SK_07219,Python Libraries,python libraries,Other,other
SK_07220,Python Syntax And Semantics,python syntax and semantics,Other,other
SK_07221,Python Syntax And Semantics Computer-Science Software-Development,python syntax and semantics computer-science software-development,Other,other
SK_07222,Qa & Ux Manager,qa & ux manager,Other,other
SK_07223,Qr Code,qr code,Other,other
SK_07224,Qualitative Comparative Analysis,qualitative comparative analysis,Other,other
SK_07225,Qualitative Research,qualitative research,Other,other
SK_07226,Qualitative Research Social-Sciences Governance-And-Society,qualitative research social-sciences governance-and-society,Other,other
SK_07227,Quality Control,quality control,Other,other
SK_07228,Quality Control Life-Sciences Basic-Science,quality control life-sciences basic-science,Other,other
SK_07229,Quality Of Life,quality of life,Other,other
SK_07230,Quality Of Life Social-Sciences Governance-And-Society,quality of life social-sciences governance-and-society,Other,other
SK_07231,Quantitative Easing,quantitative easing,Other,other
SK_07232,Quantitative Research,quantitative research,Other,other
SK_07233,Quantitative Research Social-Sciences Governance-And-Society,quantitative research social-sciences governance-and-society,Other,other
SK_07234,Quantitative Structure Activity Relationship,quantitative structure activity relationship,Other,other
SK_07235,Quantization (Signal Processing),quantization (signal processing),Other,other
SK_07236,Quantization (Signal Processing) Physical-Science-And-Engineering Electrical-Engineering,quantization (signal processing) physical-science-and-engineering electrical-engineering,Other,other
SK_07237,Quantum Algorithms,quantum algorithms,Other,other
SK_07238,Quantum Computing Physical-Science-And-Engineering Physics-And-Astronomy,quantum computing physical-science-and-engineering physics-and-astronomy,Other,other
SK_07239,Quantum Cryptography,quantum cryptography,Other,other
SK_07240,Quantum Entanglement,quantum entanglement,Other,other
SK_07241,Quantum Gates,quantum gates,Other,other
SK_07242,Quantum Information,quantum information,Other,other
SK_07243,Quantum Key Distribution,quantum key distribution,Other,other
SK_07244,Quantum Mechanics,quantum mechanics,Other,other
SK_07245,Quantum Mechanics Physical-Science-And-Engineering Physics-And-Astronomy,quantum mechanics physical-science-and-engineering physics-and-astronomy,Other,other
SK_07246,Quantum Network,quantum network,Other,other
SK_07247,Quantum Number,quantum number,Other,other
SK_07248,Quantum Programming,quantum programming,Other,other
SK_07249,Quantum Simulator,quantum simulator,Other,other
SK_07250,Quantum Technology Physical-Science-And-Engineering Physics-And-Astronomy,quantum technology physical-science-and-engineering physics-and-astronomy,Other,other
SK_07251,Quantum Teleportation,quantum teleportation,Other,other
SK_07252,Quarantine,quarantine,Other,other
SK_07253,Quasi-Experiment,quasi-experiment,Other,other
SK_07254,Qubit,qubit,Other,other
SK_07255,Query Optimization,query optimization,Other,other
SK_07256,Queueing Theory,queueing theory,Other,other
SK_07257,Quicksort,quicksort,Other,other
SK_07258,Quotation,quotation,Other,other
SK_07259,Quoting Out Of Context,quoting out of context,Other,other
SK_07260,R&D Management,r&d management,Other,other
SK_07261,R&D Management Language-Learning Other-Languages,r&d management language-learning other-languages,Other,other
SK_07262,Race Condition,race condition,Other,other
SK_07263,Racial Segregation,racial segregation,Other,other
SK_07264,Racket (Programming Language),racket (programming language),Other,other
SK_07265,Radiation Therapy,radiation therapy,Other,other
SK_07266,Radio Button,radio button,Other,other
SK_07267,Radiography,radiography,Other,other
SK_07268,Radiology,radiology,Other,other
SK_07269,Radix Sort,radix sort,Other,other
SK_07270,Random Access,random access,Other,other
SK_07271,Random Early Detection,random early detection,Other,other
SK_07272,Random Graphs,random graphs,Other,other
SK_07273,Random Number Generation,random number generation,Other,other
SK_07274,Random Number Table Life-Sciences Psychology,random number table life-sciences psychology,Other,other
SK_07275,Randomization,randomization,Other,other
SK_07276,Randomized Rounding,randomized rounding,Other,other
SK_07277,Randomness,randomness,Other,other
SK_07278,Randomness Computer-Science Algorithms,randomness computer-science algorithms,Other,other
SK_07279,Randomness Data-Science Data-Analysis,randomness data-science data-analysis,Other,other
SK_07280,Randomness Math-And-Logic Math-And-Logic,randomness math-and-logic math-and-logic,Other,other
SK_07281,Range Searching,range searching,Other,other
SK_07282,Range Tree,range tree,Other,other
SK_07283,Rank (Linear Algebra),rank (linear algebra),Other,other
SK_07284,Rankings,rankings,Other,other
SK_07285,Ransomware Computer-Science Computer-Security-And-Networks,ransomware computer-science computer-security-and-networks,Other,other
SK_07286,Ransomware Information-Technology Security,ransomware information-technology security,Other,other
SK_07287,Rape,rape,Other,other
SK_07288,Rapid Application Development,rapid application development,Other,other
SK_07289,Rapid Prototyping,rapid prototyping,Other,other
SK_07290,Rapid Prototyping Computer-Science Design-And-Product,rapid prototyping computer-science design-and-product,Other,other
SK_07291,Rapid Serial Visual Presentation,rapid serial visual presentation,Other,other
SK_07292,Rapport,rapport,Other,other
SK_07293,Rare Events,rare events,Other,other
SK_07294,Raspberry Pi Physical-Science-And-Engineering Electrical-Engineering,raspberry pi physical-science-and-engineering electrical-engineering,Other,other
SK_07295,Rate Of Return,rate of return,Other,other
SK_07296,Ratio Analysis,ratio analysis,Other,other
SK_07297,Rational Choice Theory,rational choice theory,Other,other
SK_07298,Rational Doors,rational doors,Other,other
SK_07299,Rationality,rationality,Other,other
SK_07300,Re-Define,re-define,Other,other
SK_07301,Reactive Programming,reactive programming,Other,other
SK_07302,Reactive Programming Computer-Science Software-Development,reactive programming computer-science software-development,Other,other
SK_07303,Reading (Process),reading (process),Other,other
SK_07304,Real Analysis,real analysis,Other,other
SK_07305,Real Estate,real estate,Other,other
SK_07306,Real Estate Broker,real estate broker,Other,other
SK_07307,Real Estate Investing,real estate investing,Other,other
SK_07308,Real Estate Social-Sciences Law,real estate social-sciences law,Other,other
SK_07309,Real Income,real income,Other,other
SK_07310,Real Options,real options,Other,other
SK_07311,Real Options Valuation,real options valuation,Other,other
SK_07312,Real Options Valuation Business Finance,real options valuation business finance,Other,other
SK_07313,Real-Time Marketing Business Marketing,real-time marketing business marketing,Other,other
SK_07314,Real-Time Operating Systems,real-time operating systems,Other,other
SK_07315,Real-Time Operating Systems Computer-Science Software-Development,real-time operating systems computer-science software-development,Other,other
SK_07316,Reason,reason,Other,other
SK_07317,Reason Business Leadership-And-Management,reason business leadership-and-management,Other,other
SK_07318,Reason Personal-Development Personal-Development,reason personal-development personal-development,Other,other
SK_07319,Recession,recession,Other,other
SK_07320,Recombinant Dna,recombinant dna,Other,other
SK_07321,Recommender Systems,recommender systems,Other,other
SK_07322,Recommender Systems Data-Science Machine-Learning,recommender systems data-science machine-learning,Other,other
SK_07323,Record (Computer Science),record (computer science),Other,other
SK_07324,Records Management,records management,Other,other
SK_07325,Recreational Therapy,recreational therapy,Other,other
SK_07326,Recurrence Relations,recurrence relations,Other,other
SK_07327,Recurrence Relations Life-Sciences Patient-Care,recurrence relations life-sciences patient-care,Other,other
SK_07328,Recurrent Neural Network,recurrent neural network,Other,other
SK_07329,Recursion,recursion,Other,other
SK_07330,Recursion Computer-Science Software-Development,recursion computer-science software-development,Other,other
SK_07331,Recursive Function,recursive function,Other,other
SK_07332,Recursively Enumerable Set,recursively enumerable set,Other,other
SK_07333,Recursively Enumerable Set Information-Technology Cloud-Computing,recursively enumerable set information-technology cloud-computing,Other,other
SK_07334,Recursively Enumerable Set Information-Technology Security,recursively enumerable set information-technology security,Other,other
SK_07335,Redcap,redcap,Other,other
SK_07336,Redevelopment,redevelopment,Other,other
SK_07337,Redirected Walking,redirected walking,Other,other
SK_07338,Redos,redos,Other,other
SK_07339,Redos Social-Sciences Education,redos social-sciences education,Other,other
SK_07340,Reducing Emissions From Deforestation And Forest Degradation,reducing emissions from deforestation and forest degradation,Other,other
SK_07341,Reducing Emissions From Deforestation And Forest Degradation Business Business-Strategy,reducing emissions from deforestation and forest degradation business business-strategy,Other,other
SK_07342,Reference (Computer Science),reference (computer science),Other,other
SK_07343,Reference Data,reference data,Other,other
SK_07344,Reference Genome,reference genome,Other,other
SK_07345,Reference Implementation,reference implementation,Other,other
SK_07346,Reflective Learning,reflective learning,Other,other
SK_07347,Reflective Listening,reflective listening,Other,other
SK_07348,Reflective Practice,reflective practice,Other,other
SK_07349,Reflexes,reflexes,Other,other
SK_07350,Region Of Interest,region of interest,Other,other
SK_07351,Regression Diagnostics,regression diagnostics,Other,other
SK_07352,Regression Discontinuity Design Data-Science Probability-And-Statistics,regression discontinuity design data-science probability-and-statistics,Other,other
SK_07353,Regression Modeling,regression modeling,Other,other
SK_07354,Regression Testing,regression testing,Other,other
SK_07355,Regression Toward The Mean,regression toward the mean,Other,other
SK_07356,Regression Validation,regression validation,Other,other
SK_07357,Regression Variable Selection,regression variable selection,Other,other
SK_07358,Regular Expression,regular expression,Other,other
SK_07359,Regulation S-K,regulation s-k,Other,other
SK_07360,Regulatory Compliance Life-Sciences Healthcare-Management,regulatory compliance life-sciences healthcare-management,Other,other
SK_07361,Reiki,reiki,Other,other
SK_07362,Reiki Arts-And-Humanities History,reiki arts-and-humanities history,Other,other
SK_07363,Reinforcement,reinforcement,Other,other
SK_07364,Reinforcement Data-Science Machine-Learning,reinforcement data-science machine-learning,Other,other
SK_07365,Relational Algebra,relational algebra,Other,other
SK_07366,Relational Database,relational database,Other,other
SK_07367,Relational Database Computer-Science Software-Development,relational database computer-science software-development,Other,other
SK_07368,Relational Database Data-Science Data-Analysis,relational database data-science data-analysis,Other,other
SK_07369,Relational Database Information-Technology Data-Management,relational database information-technology data-management,Other,other
SK_07370,Relational Database Management System,relational database management system,Other,other
SK_07371,Relational Model,relational model,Other,other
SK_07372,Relational Model Information-Technology Data-Management,relational model information-technology data-management,Other,other
SK_07373,Relationship Counseling Personal-Development Personal-Development,relationship counseling personal-development personal-development,Other,other
SK_07374,Relationship Marketing,relationship marketing,Other,other
SK_07375,Relative Change And Difference,relative change and difference,Other,other
SK_07376,Relative Change And Difference Arts-And-Humanities Music-And-Art,relative change and difference arts-and-humanities music-and-art,Other,other
SK_07377,Relative Change And Difference Business Finance,relative change and difference business finance,Other,other
SK_07378,Relative Change And Difference Data-Science Data-Analysis,relative change and difference data-science data-analysis,Other,other
SK_07379,Relative Change And Difference Life-Sciences Public-Health,relative change and difference life-sciences public-health,Other,other
SK_07380,Relative Change And Difference Physical-Science-And-Engineering Electrical-Engineering,relative change and difference physical-science-and-engineering electrical-engineering,Other,other
SK_07381,Relative Change And Difference Social-Sciences Education,relative change and difference social-sciences education,Other,other
SK_07382,Relative Change And Difference Social-Sciences Governance-And-Society,relative change and difference social-sciences governance-and-society,Other,other
SK_07383,Relative Risk,relative risk,Other,other
SK_07384,Release Management Information-Technology Security,release management information-technology security,Other,other
SK_07385,Reliability Engineering,reliability engineering,Other,other
SK_07386,Reliability Engineering Information-Technology Cloud-Computing,reliability engineering information-technology cloud-computing,Other,other
SK_07387,Reliable Multicast,reliable multicast,Other,other
SK_07388,Religion,religion,Other,other
SK_07389,Religion Arts-And-Humanities History,religion arts-and-humanities history,Other,other
SK_07390,Religion Arts-And-Humanities Philosophy,religion arts-and-humanities philosophy,Other,other
SK_07391,Religion Social-Sciences Governance-And-Society,religion social-sciences governance-and-society,Other,other
SK_07392,Remote Patient Monitoring,remote patient monitoring,Other,other
SK_07393,Remote Sensing,remote sensing,Other,other
SK_07394,Remote Sensing Physical-Science-And-Engineering Environmental-Science-And-Sustainability,remote sensing physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_07395,Removal Units,removal units,Other,other
SK_07396,Rendering (Computer Graphics),rendering (computer graphics),Other,other
SK_07397,Renewable Energy,renewable energy,Other,other
SK_07398,Repeated Measures Design,repeated measures design,Other,other
SK_07399,Repertory Grid,repertory grid,Other,other
SK_07400,Report Writing,report writing,Other,other
SK_07401,Report Writing Language-Learning Learning-English,report writing language-learning learning-english,Other,other
SK_07402,Reporting Guidelines,reporting guidelines,Other,other
SK_07403,Representation Theory,representation theory,Other,other
SK_07404,Representational State Transfer,representational state transfer,Other,other
SK_07405,Representational State Transfer Data-Science Machine-Learning,representational state transfer data-science machine-learning,Other,other
SK_07406,Representative Office,representative office,Other,other
SK_07407,Reproduction,reproduction,Other,other
SK_07408,Reproductive Health,reproductive health,Other,other
SK_07409,Reproductive Technology,reproductive technology,Other,other
SK_07410,Repurchase Agreement,repurchase agreement,Other,other
SK_07411,Repurposing,repurposing,Other,other
SK_07412,Reputation,reputation,Other,other
SK_07413,Request Response Computer-Science Software-Development,request response computer-science software-development,Other,other
SK_07414,Requirement Prioritization,requirement prioritization,Other,other
SK_07415,Requirements Analysis,requirements analysis,Other,other
SK_07416,Requirements Elicitation,requirements elicitation,Other,other
SK_07417,Requirements Engineering,requirements engineering,Other,other
SK_07418,Requirements Management,requirements management,Other,other
SK_07419,Rescue,rescue,Other,other
SK_07420,Research And Development,research and development,Other,other
SK_07421,Research Data Archiving,research data archiving,Other,other
SK_07422,Research Ethics,research ethics,Other,other
SK_07423,Research Methods,research methods,Other,other
SK_07424,Research Methods Computer-Science Design-And-Product,research methods computer-science design-and-product,Other,other
SK_07425,Research Methods Life-Sciences Psychology,research methods life-sciences psychology,Other,other
SK_07426,Reserved Word,reserved word,Other,other
SK_07427,Residence,residence,Other,other
SK_07428,Resource,resource,Other,other
SK_07429,Resource Access Control Facility,resource access control facility,Other,other
SK_07430,Resource Allocation,resource allocation,Other,other
SK_07431,Resource Business Business-Essentials,resource business business-essentials,Other,other
SK_07432,Resource Business Entrepreneurship,resource business entrepreneurship,Other,other
SK_07433,Resource Data-Science Data-Analysis,resource data-science data-analysis,Other,other
SK_07434,Resource Information-Technology Cloud-Computing,resource information-technology cloud-computing,Other,other
SK_07435,Resource Management,resource management,Other,other
SK_07436,Resource Physical-Science-And-Engineering Environmental-Science-And-Sustainability,resource physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_07437,Resource Social-Sciences Education,resource social-sciences education,Other,other
SK_07438,Resource Social-Sciences Governance-And-Society,resource social-sciences governance-and-society,Other,other
SK_07439,Respiratory Diseases,respiratory diseases,Other,other
SK_07440,Respondent,respondent,Other,other
SK_07441,Responsive Web Design,responsive web design,Other,other
SK_07442,Responsiveness,responsiveness,Other,other
SK_07443,Restaurant Management,restaurant management,Other,other
SK_07444,Restful Objects,restful objects,Other,other
SK_07445,Restorative Dentistry,restorative dentistry,Other,other
SK_07446,Restricted Randomization,restricted randomization,Other,other
SK_07447,Restructuring,restructuring,Other,other
SK_07448,Restructuring Data-Science Data-Analysis,restructuring data-science data-analysis,Other,other
SK_07449,Retailing,retailing,Other,other
SK_07450,Retain,retain,Other,other
SK_07451,Retained Earnings,retained earnings,Other,other
SK_07452,Rethinking,rethinking,Other,other
SK_07453,Rethinking Personal-Development Personal-Development,rethinking personal-development personal-development,Other,other
SK_07454,Retirement,retirement,Other,other
SK_07455,Return On Capital,return on capital,Other,other
SK_07456,Return On Equity,return on equity,Other,other
SK_07457,Return On Investment,return on investment,Other,other
SK_07458,Return On Investment Computer-Science Software-Development,return on investment computer-science software-development,Other,other
SK_07459,Return Statement,return statement,Other,other
SK_07460,Reusability,reusability,Other,other
SK_07461,Reusability Computer-Science Software-Development,reusability computer-science software-development,Other,other
SK_07462,Revenue,revenue,Other,other
SK_07463,Revenue Business Business-Strategy,revenue business business-strategy,Other,other
SK_07464,Revenue Data-Science Machine-Learning,revenue data-science machine-learning,Other,other
SK_07465,Revenue Management,revenue management,Other,other
SK_07466,Revenue Management Business Business-Strategy,revenue management business business-strategy,Other,other
SK_07467,Revenue Recognition,revenue recognition,Other,other
SK_07468,Revenue Services,revenue services,Other,other
SK_07469,Rewriting,rewriting,Other,other
SK_07470,Rhetoric,rhetoric,Other,other
SK_07471,Rickets,rickets,Other,other
SK_07472,Ridge Regression,ridge regression,Other,other
SK_07473,Riparian Water Rights,riparian water rights,Other,other
SK_07474,Ripple Effect,ripple effect,Other,other
SK_07475,Rippling,rippling,Other,other
SK_07476,Risk Analysis,risk analysis,Other,other
SK_07477,Risk Analysis Personal-Development Personal-Development,risk analysis personal-development personal-development,Other,other
SK_07478,Risk Analysis Social-Sciences Governance-And-Society,risk analysis social-sciences governance-and-society,Other,other
SK_07479,Risk Assessment Business Business-Essentials,risk assessment business business-essentials,Other,other
SK_07480,Risk Assessment Information-Technology Security,risk assessment information-technology security,Other,other
SK_07481,Risk Assessment Social-Sciences Governance-And-Society,risk assessment social-sciences governance-and-society,Other,other
SK_07482,Risk Based Internal Audit,risk based internal audit,Other,other
SK_07483,Risk Benefit Ratio,risk benefit ratio,Other,other
SK_07484,Risk Factors,risk factors,Other,other
SK_07485,Risk Factors Life-Sciences Public-Health,risk factors life-sciences public-health,Other,other
SK_07486,Risk Management Framework,risk management framework,Other,other
SK_07487,Risk Management Framework Business Leadership-And-Management,risk management framework business leadership-and-management,Other,other
SK_07488,Risk Metric,risk metric,Other,other
SK_07489,Risk Of Infection,risk of infection,Other,other
SK_07490,Risk Pool,risk pool,Other,other
SK_07491,Risk-Free Interest Rate,risk-free interest rate,Other,other
SK_07492,Risk-Neutral Measure,risk-neutral measure,Other,other
SK_07493,Rmon,rmon,Other,other
SK_07494,Rna-Seq,rna-seq,Other,other
SK_07495,Robot Control,robot control,Other,other
SK_07496,Robot Framework,robot framework,Other,other
SK_07497,Robotics Computer-Science Mobile-And-Web-Development,robotics computer-science mobile-and-web-development,Other,other
SK_07498,Robotics Physical-Science-And-Engineering Electrical-Engineering,robotics physical-science-and-engineering electrical-engineering,Other,other
SK_07499,Robotics Physical-Science-And-Engineering Mechanical-Engineering,robotics physical-science-and-engineering mechanical-engineering,Other,other
SK_07500,Robotics Physical-Science-And-Engineering Research-Methods,robotics physical-science-and-engineering research-methods,Other,other
SK_07501,Robotics Projects,robotics projects,Other,other
SK_07502,Rock Paper Scissors,rock paper scissors,Other,other
SK_07503,Rockbox,rockbox,Other,other
SK_07504,Rockbox Arts-And-Humanities Music-And-Art,rockbox arts-and-humanities music-and-art,Other,other
SK_07505,Role Hierarchy,role hierarchy,Other,other
SK_07506,Role-Based Access Control,role-based access control,Other,other
SK_07507,Root Certificate,root certificate,Other,other
SK_07508,Rounding,rounding,Other,other
SK_07509,Routing,routing,Other,other
SK_07510,Routing Protocol,routing protocol,Other,other
SK_07511,Row (Database),row (database),Other,other
SK_07512,Rowe,rowe,Other,other
SK_07513,Rs-232,rs-232,Other,other
SK_07514,Rsa Securid,rsa securid,Other,other
SK_07515,Rspec,rspec,Other,other
SK_07516,Rstudio,rstudio,Other,other
SK_07517,Rstudio Computer-Science Design-And-Product,rstudio computer-science design-and-product,Other,other
SK_07518,Ruby (Programming Language),ruby (programming language),Other,other
